"artist","attack","cardClass","classes__001","classes__002","classes__003","collectible","collectionText","cost","dbfId","entourage__-","faction","entourage","durability","elite","flavor","howToEarn","health","hideStats","howToEarnGolden","id","mechanics__001","multiClassGroup","mechanics__002","mechanics__003","mechanics__004","name","playRequirements__REQ_FRIENDLY_MINION_DIED_THIS_GAME","playRequirements__REQ_MINION_OR_ENEMY_HERO","playRequirements__REQ_STEADY_SHOT","playRequirements__REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY","playRequirements__REQ_ENEMY_WEAPON_EQUIPPED","playRequirements__REQ_DAMAGED_TARGET","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS","playRequirements__REQ_WEAPON_EQUIPPED","playRequirements__REQ_MINIMUM_TOTAL_MINIONS","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS","playRequirements__REQ_LEGENDARY_TARGET","playRequirements__REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT","playRequirements__REQ_FROZEN_TARGET","playRequirements__REQ_TARGET_FOR_COMBO","overload","playRequirements__REQ_MINIMUM_ENEMY_MINIONS","playRequirements__REQ_SECRET_ZONE_CAP_FOR_NON_SECRET","playRequirements__REQ_HERO_TARGET","playRequirements__REQ_FRIENDLY_TARGET","playRequirements__REQ_ENEMY_TARGET","playRequirements__REQ_MINION_TARGET","playRequirements__REQ_MUST_TARGET_TAUNTER","playRequirements__REQ_STEALTHED_TARGET","playRequirements__REQ_TARGET_WITH_DEATHRATTLE","playRequirements__REQ_NONSELF_TARGET","playRequirements__REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND","playRequirements__REQ_TARGET_IF_AVAILABLE","playRequirements__REQ_TARGET_WITH_RACE","playRequirements__REQ_NUM_MINION_SLOTS","playRequirements__REQ_TARGET_MAX_ATTACK","playRequirements__REQ_TARGET_MIN_ATTACK","playRequirements__REQ_TARGET_TO_PLAY","playRequirements__REQ_UNDAMAGED_TARGET","playerClass","race","rarity","referencedTags__001","referencedTags__002","referencedTags__003","set","spellDamage","targetingArrowText","text","type"
"","","","","","","","","","","","","TB_PickYourFate_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","TB_PickYourFate_8rand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","TB_PickYourFate_6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","TB_PickYourFate_5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","TB_PickYourFate_7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","10","NEUTRAL","","","","","","10","38817","","","","","True","","","10","","","LOEA16_21H","AURA","","","","","Chieftain Scarvash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","LOE","","","Enemy cards cost (2) more.","MINION"
"Daria Tuzova","0","NEUTRAL","","","","True","","3","40213","","","","","","His first trick: making your wallet disappear!","","7","","","CFM_039","","","","","","Street Trickster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","DEMON","COMMON","","","","GANGS","1","","<b>Spell Damage +1</b>","MINION"
"Guangjian Huang","0","SHAMAN","","","","True","","2","2007","","","","","","You can usually find these at the totemist's market on Saturdays.","","3","","","GVG_039","","","","","","Vitality Totem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","TOTEM","RARE","","","","GVG","","","At the end of your turn, restore 4 Health to your hero.","MINION"
"","","NEUTRAL","","","","","","","38692","","","","","","","","","","","TB_PickYourFate_2_Ench","","","","","","Pick Your Fate 2 Ench","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","","ENCHANTMENT"
"A.J. Nazzaro","","NEUTRAL","","","","","","0","39632","","","","","","","","","","","KAR_A01_02","","","","","","Reflections","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","<b>Passive Hero Power</b>\nWhenever a minion is played, summon a 1/1 copy of it.","HERO_POWER"
"A.J. Nazzaro","2","WARRIOR","","","","True","","2","40482","","","","","True","Grapplehammer is the horrible mind behind the Automatic Piranha Launcher (banned in 7 districts)!","","2","","","CFM_643","BATTLECRY","","","","","Hobart Grapplehammer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","","LEGENDARY","","","","GANGS","","","<b>Battlecry:</b> Give all weapons in your hand and deck +1 Attack.","MINION"
"","","NEUTRAL","","","","","","0","38699","","","","","","","","","","","LOEA05_02ha","","","","","","Trogg Hate Minions!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","<b>Passive Hero Power</b>\n Enemy minions cost (11). Swap at the start of your turn.","HERO_POWER"
"","","NEUTRAL","","","","","","3","2694","","","BRMA14_3","","","","","","","","BRMC_93","","","","","","Omnotron Defense System","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Summon a random Tron.","SPELL"
"","","","","","","","","","","","","BRMA14_5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","BRMA14_7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","BRMA14_9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","NEUTRAL","","","","","","2","36734","","","BRMA14_3","","","","","","","","BRMA14_10H_TB","","","","","","Activate!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","NEUTRAL","","","","","","TB","","","<b>Hero Power</b>\nActivate a random Tron.","HERO_POWER"
"","","","","","","","","","","","","BRMA14_5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","BRMA14_7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","BRMA14_9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tyson Murphy","4","NEUTRAL","","","","True","","6","2883","","","","","True","Reno is a four-time winner of the 'Best Accessorized Explorer' award.","Unlocked in the Temple of Orsis, in the League of Explorers adventure.","6","","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.","LOE_011","BATTLECRY","","","","","Reno Jackson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","LOE","","","<b>Battlecry:</b> If your deck has no duplicates, fully heal your hero.","MINION"
"Daarken","","PRIEST","","","","True","","0","1362","","","","","","It isn't really a circle.","","","","","EX1_621","","","","","","Circle of Healing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PRIEST","","COMMON","","","","EXPERT1","","","Restore #4 Health to ALL minions.","SPELL"
"Anton Zemskov","2","WARLOCK","","","","True","","2","41876","","","","","True","A bit of a snob: still refuses to drive anything with automatic transmission.","","2","","","UNG_836","InvisibleDeathrattle","","","","","Clutchmother Zavas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","BEAST","LEGENDARY","","","","UNGORO","","","Whenever you discard this, give it +2/+2 and return it to your hand.","MINION"
"","","WARRIOR","","","","","","2","42162","","","","","","","","","","","TB_SPT_DPromoSecret2","SECRET","","","","","Visions of the Crusader","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","","","","","","TB","","","<b>Secret:</b> When your opponent summons a minion with <b>Taunt</b>, change all minions'\nattacks to 1.","SPELL"
"Jim Nelson","2","NEUTRAL","","","","True","","2","251","","","","","","Always roll need.","","1","","","EX1_096","DEATHRATTLE","","","","","Loot Hoarder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","EXPERT1","","","<b>Deathrattle:</b> Draw a card.","MINION"
"","","NEUTRAL","","","","","","","38899","","","","","","","","","","","OG_303e","","","","","","Sorcerous Devotion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","OG","","","+1/+1.","ENCHANTMENT"
"Lars Grant-West","","SHAMAN","","","","True","","3","818","","","","","","Drek'thar can't see, but he can <i>see</i>. You know what I mean? It's ok if you don't.","","","","","CS2_053","","","","","","Far Sight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","","EPIC","","","","EXPERT1","","","Draw a card. That card costs (3) less.","SPELL"
"Matt Gaser","","DRUID","","","","True","","5","41094","","","","","","If you truly love your mana, set it free.","","","","","UNG_111","","","","","","Living Mana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","EPIC","","","","UNGORO","","","Transform your Mana Crystals into 2/2 minions. Recover the mana when they die.","SPELL"
"","","NEUTRAL","","","","","","","1828","","","","","","","","30","","","NAX13_01","","","","","","Thaddius","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","","HERO"
"","2","NEUTRAL","","","","","","4","3025","","","","","True","","","4","","","CRED_25","","","","","","Elizabeth Cho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<b>Battlecry:</b> Add Echo of Medivh and Echoing Ooze to your hand.","MINION"
"Richard Wright","","DRUID","","","","True","","0","467","","","","","","""Cast Moonfire, and never stop."" - How to Be a Druid, Chapter 5, Section 3","Unlocked at Level 6.","","","Unlocked at Level 40.","CS2_008","","","","","","Moonfire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","DRUID","","FREE","","","","CORE","","","Deal $1 damage.","SPELL"
"Jesper Ejsing","3","NEUTRAL","","","","True","","5","2037","","","","","","They don't make 'em like they used to! (Because of explosions, mostly.)","","3","","","GVG_069","BATTLECRY","","","","","Antique Healbot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","MECHANICAL","COMMON","","","","GVG","","","<b>Battlecry:</b> Restore 8 Health to your hero.","MINION"
"","","NEUTRAL","","","","","","0","38807","","","","","","","","","","","TB_PickYourFate_10","","","","","","Battlecry Bonus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Your <b>Battlecry</b> minions have +1/+1.","SPELL"
"Jim Nelson","2","WARLOCK","","","","","","2","39198","","","","","","","","2","","","KAR_025b","","","","","","Broom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","","","","","KARA","","","","MINION"
"","","NEUTRAL","","","","","","1","1854","","","","","","","","","","","NAX5_02","","","","","","Eruption","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","<b>Hero Power</b>\nDeal 2 damage to the left-most enemy minion.","HERO_POWER"
"","2","NEUTRAL","","","","","","3","2125","","","","","True","","","7","","","NAX9_04H","","","","","","Sir Zeliek","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","IMMUNE","","","NAXX","","","Your hero is <b>Immune</b>.","MINION"
"","","NEUTRAL","","","","","","","35933","","","","","","","","30","","","TB_MechWar_Boss2","","","","","","Boom Bot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","FREE","","","","TB","","","","HERO"
"","2","NEUTRAL","","","","","","2","2437","","","","","","","","3","","","BRMA12_8t","","","","","","Chromatic Dragonkin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","DRAGON","","","","","BRM","","","Whenever your opponent casts a spell, gain +2/+2.","MINION"
"","2","NEUTRAL","","","","","","2","1770","","","","","True","","","2","","","CRED_10","","","","","","Michael Schweitzer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<b>C-C-C-COMBO:</b> Destroy a minion.","MINION"
"Alex Alexandrov","","DRUID","","","","True","","3","38334","","","","","","Let's be honest. One option is a lot ragier than the other.","","","","","OG_047","CHOOSE_ONE","","","","","Feral Rage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","COMMON","","","","OG","","","<b>Choose One -</b> Give your hero +4 Attack this turn; or Gain 8 Armor.","SPELL"
"","","NEUTRAL","","","","","","","2404","","","","","","","","","","","GVG_063a","","","","","","Retribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","GVG","","","Increased Attack","ENCHANTMENT"
"","5","NEUTRAL","","","","","","5","45421","","","","","True","","","4","","","CRED_67","","","","","","Michael Skacal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<b>Battlecry:</b> Destroy \n your weekend. Restore \nall services to Hearthstone.","MINION"
"","","DRUID","","","","True","","","274","","","","","","","","30","","","HERO_06","","","","","","Malfurion Stormrage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","FREE","","","","CORE","","","","HERO"
"","","NEUTRAL","","","","","","0","39876","","","","","","","","","","","XXX_103","ImmuneToSpellpower","","","","","Add 2 to Health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","NEUTRAL","","COMMON","","","","CHEAT","","","Adds 2 health to a damaged character. Does NOT heal.","SPELL"
"","","DRUID","","","","","","","322","","","","","","","","","","","EX1_155ae","","","","","","Mark of Nature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","","","","","EXPERT1","","","This minion has +4 Attack.","ENCHANTMENT"
"Paul Mafayon","4","NEUTRAL","","","","True","","5","2933","","","","","","He's actually a 1/1 who picked up the hammer from the last guy.","Unlocked in the Temple of Orsis, in the League of Explorers adventure.","4","","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.","LOE_061","DEATHRATTLE","","","","","Anubisath Sentinel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","LOE","","","<b>Deathrattle:</b> Give a random friendly minion +3/+3.","MINION"
"","","NEUTRAL","","","","","","0","19117","","","","","","","","","","","LOEA14_2","","","","","","Platemail Armor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","<b>Passive Hero Power</b>\nYour Hero can only take 1 damage at a time.","HERO_POWER"
"Zoltan Boros","1","ROGUE","","","","True","","1","39698","","","","","","Was almost named ""Swashb-AAAARRHHH-gler""","Unlocked in the Opera, in One Night in Karazhan.","1","","Crafting unlocked in the Opera, in One Night in Karazhan.","KAR_069","BATTLECRY","","","","","Swashburglar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","PIRATE","COMMON","","","","KARA","","","<b>Battlecry:</b> Add a random class card to your hand <i>(from your opponent's class).</i>","MINION"
"","","NEUTRAL","","","","","","","39810","","","","","","","","","","","BRMA12_8te","","","","","","Draconic Lineage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","+2/+2","ENCHANTMENT"
"","","NEUTRAL","","","","","","0","2119","","","","","","","","","","","NAX6_02H","","","","","","Necrotic Aura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","<b>Hero Power</b>\nDeal 3 damage to the enemy hero.","HERO_POWER"
"","","MAGE","","","","","","2","2739","","","","","","","","","","","AT_132_MAGE","","","","","","Fireblast Rank 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","MAGE","","","","","","TGT","","","<b>Hero Power</b>\nDeal $2 damage.","HERO_POWER"
"Tooth","3","NEUTRAL","","","","True","","3","38868","","","","","","Just doesn't understand those Twilight Youngsters any more - with their comic books and their rock music.","","4","","","OG_286","RITUAL","","","","","Twilight Elder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","OG","","","At the end of your turn, give your C'Thun +1/+1 <i>(wherever it is).</i>","MINION"
"","2","NEUTRAL","","","","","","1","1321","","","","","","","","1","","","TU4a_002","","","","","","Riverpaw Gnoll","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","MISSIONS","","","","MINION"
"","4","NEUTRAL","","","","","","4","40520","","","","","","","","4","","","TB_Coopv3_104","BATTLECRY","","","","","Main Tank","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","<b>Battlecry:</b> Give all other minions +2/+2, except the <b>Boss</b>.","MINION"
"","","NEUTRAL","","","","","","1","19955","","","","","","","","","","","HRW02_1e","","","","","","Overclock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Increased Attack.","ENCHANTMENT"
"","10","NEUTRAL","","","","","","7","16883","","","","","","","","3","","","LOEA04_23","","","","","","Giant Insect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","","MINION"
"Luke Mancini","3","SHAMAN","","","","True","","4","40693","","","","","","If you think her Illidan and Sylvanas cosplay is great, wait till you see her Reno Jackson!","","5","","","CFM_697","","","","","","Lotus Illusionist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","","EPIC","","","","GANGS","","","[x]After this minion attacks\na hero, transform it into a\n random 6-Cost minion.","MINION"
"","","NEUTRAL","","","","","","0","38712","","","","","","","","","True","","LOEA16_2H","","","","","","Staff of Origination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","<b>Passive Hero Power</b>\nYour hero is <b>Immune</b>.","HERO_POWER"
"","","NEUTRAL","","","","","","0","38698","","","","","","","","","","","LOEA05_02a","","","","","","Trogg Hate Minions!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","<b>Passive Hero Power</b>\n Enemy minions cost (2) more. Swap at the start of your turn.","HERO_POWER"
"Jimmy Lo","","NEUTRAL","","","","","","2","41940","","","","","","","","","","","UNG_934t2","","","","","","DIE, INSECT!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","UNGORO","","","<b>Hero Power</b>\nDeal 8 damage to a random enemy.","HERO_POWER"
"E. M. Gist","2","NEUTRAL","","","","True","","1","1753","","","","","","Zombie.  It's what's for dinner.","Unlocked in The Construct Quarter, in the Naxxramas adventure.","3","","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.","FP1_001","DEATHRATTLE","","","","","Zombie Chow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","NAXX","","","<b>Deathrattle:</b> Restore 5 Health to the enemy hero.","MINION"
"","","DRUID","","","","","","","42645","","","","","","","","30","","","TB_BossRumble_002","","","","","","Aya Blackpaw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","","","","","TB","","","","HERO"
"","","NEUTRAL","","","","","","0","1564","","","","","","","","","","","XXX_004","","","","","","Restore 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","NEUTRAL","","COMMON","","","","CHEAT","","","Restore #5 Health to a character.","SPELL"
"","","NEUTRAL","","","","","","0","2387","","","","","","","","","","","BRMA14_11","","","","","","Recharge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","Fill all empty Mana Crystals.","SPELL"
"Alex Horley Orlandelli","5","NEUTRAL","","","","True","","5","2521","","","","","","What did the pits ever do to you?","","6","","","AT_101","","","","","","Pit Fighter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","TGT","","","","MINION"
"Tyler Walpole","2","PRIEST","","","","True","","4","41180","","","","","","A hero... In a half-shell.","","6","","","UNG_037","DEATHRATTLE","","TAUNT","","","Tortollan Shellraiser","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PRIEST","","COMMON","","","","UNGORO","","","[x]<b>Taunt</b>\n<b>Deathrattle:</b> Give a random\n friendly minion +1/+1.","MINION"
"Zoltan & Gabor","7","MAGE","","","","True","","8","2546","","","","","True","A masterless shamurai.","","7","","","AT_009","DEATHRATTLE","","","","","Rhonin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","","LEGENDARY","","","","TGT","","","<b>Deathrattle:</b> Add 3 copies of Arcane Missiles to your hand.","MINION"
"","","NEUTRAL","","","","","","2","1637","","","","","","","","","","","TU4e_002","","","","","","Flames of Azzinoth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","NEUTRAL","","","","","","MISSIONS","","","<b>Hero Power</b>\nSummon two 2/1 minions.","HERO_POWER"
"Jim Nelson","","WARLOCK","","","","","","2","2998","","","","","","","","","","","LOE_007t","EVIL_GLOW","","ImmuneToSpellpower","","","Cursed!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","","","","","LOE","","","While this is in your hand, take 2 damage at the start of your turn.","SPELL"
"Slawomir Maniak","3","NEUTRAL","","","","True","","2","2495","","","","","","Underneath all that impressive armor, he's just skin and bones.  Okay, maybe just bones.","","2","","","AT_089","INSPIRE","","","","","Boneguard Lieutenant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","TGT","","","<b>Inspire:</b> Gain +1 Health.","MINION"
"Konstantin Turovec","16","NEUTRAL","","","","","","10","42123","","","","","","","","16","","","CFM_712_t16","","","","","","Jade Golem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","JADE_GOLEM","","","GANGS","","","","MINION"
"","","MAGE","","","","","","0","40042","","","","","","","","","","","TB_ClassRandom_Mage","","","","","","Second Class: Mage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","","","","","","TB","","","Add Mage cards to your deck.","SPELL"
"Todd Lockwood","1","NEUTRAL","","","","True","","4","38957","","","","","","Still fearsome in the daytime.","","4","","","OG_320","BATTLECRY","","","","","Midnight Drake","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","DRAGON","RARE","","","","OG","","","<b>Battlecry:</b> Gain +1 Attack for each other card\nin your hand.","MINION"
"Raymond Swanland","","WARLOCK","","","","True","","10","38770","","","","","","We ran out of space for ""DOOOOOOOOOOOM!!!!!""","","","","","OG_239","","","","","","DOOM!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","EPIC","","","","OG","","","Destroy all minions. Draw a card for each.","SPELL"
"","","HUNTER","","","","","","2","229","","","","","","","","","","","DS1h_292","","","","","","Steady Shot","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HUNTER","","FREE","","","","CORE","","","<b>Hero Power</b>\nDeal $2 damage to the enemy hero.","HERO_POWER"
"","","NEUTRAL","","","","","","0","25402","","","","","","","","","","","LOEA16_12","","","","","","Medivh's Locket","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","Replace your hand with Unstable Portals.","SPELL"
"","4","NEUTRAL","","","","","","2","2771","","","","","","","","5","","","BRMC_89","WINDFURY","","","","","Whirling Ash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","<b>Windfury</b>","MINION"
"Paul Mafayon","3","PRIEST","","","","True","","4","39442","","","","","","Now that's a world champion cheesecake!","Unlocked in the Parlor, in One Night in Karazhan.","6","","Crafting unlocked in the Parlor, in One Night in Karazhan.","KAR_035","","","","","","Priest of the Feast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PRIEST","","COMMON","","","","KARA","","","Whenever you cast a spell, restore 3 Health to\nyour hero.","MINION"
"","","","","","","","","","42351","","","","","","","","","","","XXX_119e","","","","","","Death No Rattle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHEAT","","","Died without triggering <b>Deathrattle</b>, All The Time","ENCHANTMENT"
"Tooth","1","PALADIN","","","","True","","5","2031","","","","","True","Spoiler alert: Bolvar gets melted and then sits on an ice throne and everyone forgets about him.","","7","","","GVG_063","","","","","","Bolvar Fordragon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PALADIN","","LEGENDARY","","","","GVG","","","Whenever a friendly minion dies while this is in your hand, gain +1 Attack.","MINION"
"","","NEUTRAL","","","","","","","40519","","","","","","","","","","","TB_CoOpv3_104e","","","","","","Unity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","+2/+2","ENCHANTMENT"
"","","NEUTRAL","","","","","","0","24427","","","","","","","","","","","LOEA09_3","AI_MUST_PLAY","","","","","Getting Hungry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","<b>Hero Power</b>\nSummon a Hungry Naga.","HERO_POWER"
"Raymond Swanland","2","NEUTRAL","","","","True","","1","994","","ALLIANCE","","","","If you want to stop a worgen from infiltrating, just yell, ""No! Bad boy!""","","1","","","EX1_010","STEALTH","","","","","Worgen Infiltrator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","EXPERT1","","","<b>Stealth</b>","MINION"
"","1","NEUTRAL","","","","","","2","40646","","","","","True","","","2","True","","KARA_13_17","UNTOUCHABLE","","","","","Mark Moonwalker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","TB","","","Portals cost (1) less. \n<i>Does not count as a minion.</i>","MINION"
"Arthur Bozonnet","1","PRIEST","","","","True","","1","41173","","HORDE","","","","Being made of light has its disadvantages, but at least it's always looking on the bright side.","","1","","","UNG_032","DEATHRATTLE","","","","","Crystalline Oracle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PRIEST","ELEMENTAL","RARE","","","","UNGORO","","","[x]<b>Deathrattle:</b> Copy a card\nfrom your opponent's deck\n and add it to your hand.","MINION"
"","","DRUID","","","","","","0","451","","","","","","","","","","","EX1_164a","","","","","","Nourish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","","","","","EXPERT1","","","Gain 2 Mana Crystals.","SPELL"
"","","NEUTRAL","","","","","","","1911","","","","","","","","","","","FP1_028e","","","","","","Darkness Calls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","Increased stats.","ENCHANTMENT"
"","5","NEUTRAL","","","","","","5","38682","","","","","True","","","5","","","LOEA16_26","","","","","","Skelesaurus Hex","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","LOE","","","At the end of your turn, give each player a random card. It costs (0).","MINION"
